10;46;46;46;46;46;22;23;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46
10;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46
10;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;19;46;46;46;46;46;46;46;46;46
10;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46
10;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46
10;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46
10;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;6;7;46;46;46;46;46
10;46;46;46;19;46;46;46;46;46;19;46;46;46;46;46;46;46;46;14;15;46;46;46;46;46
10;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;22;23;46;46;46;46;46
10;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46
10;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46
10;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46
9;1;1;1;1;1;1;2;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46
9;9;9;9;9;9;9;10;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46
9;9;9;9;9;9;9;10;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46
9;9;9;9;9;9;9;10;46;46;46;46;46;19;46;46;46;46;46;46;46;46;46;46;46;46
9;9;9;9;9;9;9;9;1;1;2;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46
9;9;9;9;9;9;9;9;9;9;10;6;7;46;6;7;46;6;7;46;6;7;46;6;7;46
9;9;9;9;9;9;9;9;9;9;10;14;15;46;14;15;46;14;15;46;14;15;46;14;15;46
9;9;9;9;9;9;9;9;9;9;10;22;23;19;22;23;19;22;23;19;22;23;19;22;23;19
9;9;9;9;9;9;9;9;9;9;9;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
