9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;9;9;9
46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;8;9;9
46;46;46;46;46;46;46;46;46;46;46;19;46;46;46;46;46;46;46;46;46;46;46;8;9;9
46;46;46;46;46;6;7;46;46;46;46;46;46;46;46;6;7;46;46;46;46;46;46;16;17;8
46;46;46;46;46;14;15;46;46;46;46;46;46;46;46;14;15;46;46;46;46;46;46;46;46;8
46;46;46;46;46;22;23;46;46;46;46;46;46;46;46;22;23;46;46;46;46;46;46;46;46;8
46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;19;46;46;8
46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;8
7;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;8
15;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;8
23;46;46;46;46;46;46;46;46;46;46;46;46;46;19;46;46;46;46;46;46;46;46;46;46;8
46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;8
46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;6;7;46;46;46;8
46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;14;15;46;46;46;8
46;46;46;46;46;46;46;46;46;6;7;46;46;46;46;46;46;46;46;46;22;23;46;46;46;8
46;46;46;46;46;46;46;46;46;14;15;46;46;46;46;46;46;46;46;46;46;46;46;46;46;8
46;46;46;46;46;46;46;46;46;22;23;46;46;46;46;46;46;46;46;46;46;46;46;46;46;8
46;46;46;19;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;8
46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;8
46;46;46;46;46;46;46;46;46;46;46;46;46;46;0;1;1;1;1;1;1;1;1;1;1;8
